É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2021/05/19 23:52:24

,,ëÂêÚ,ëÂêÚ,ëÂêÚ,ëÂêÚ,ëÂêÚ,ëÂêÚ,îBçË,îBçË,îBçË,îBçË,îBçË,îBçË,ïxémêÏ,ïxémêÏ,ïxémêÏ,ïxémêÏ,ïxémêÏ,ïxémêÏ,êÿêŒ,êÿêŒ,êÿêŒ,êÿêŒ,êÿêŒ,êÿêŒ,ìÏïî,ìÏïî,ìÏïî,ìÏïî,ìÏïî,ìÏïî,å√ä÷,å√ä÷,å√ä÷,å√ä÷,å√ä÷,å√ä÷,éRíÜ,éRíÜ,éRíÜ,éRíÜ,éRíÜ,éRíÜ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,ëÂåé,ëÂåé,ëÂåé,ëÂåé,ëÂåé,ëÂåé,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,èüè¿,èüè¿,èüè¿,èüè¿,èüè¿,èüè¿,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{
2021/2/23,âŒ,6.1,8,1,1.0,8,1,9.9,8,1,0.0,8,1,,0,1,0.0,8,1,11.1,8,1,0.0,8,1,12.8,8,1,0.0,8,1,7.6,8,1,0.0,8,1,5.3,8,1,0.0,8,1,7.9,8,1,0,1,8,1,9.2,8,1,0.0,8,1,,0,1,0.0,8,1,10.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.4,8,1,0.0,0,8,1
2021/2/24,êÖ,0.3,8,1,0.0,8,1,4.4,8,1,0.0,8,1,,0,1,0.0,8,1,6.5,8,1,0.0,8,1,7.7,8,1,0.0,8,1,3.4,8,1,0.0,8,1,0.0,8,1,0.0,8,1,2.2,8,1,0.0,0,8,1,3.5,8,1,0.0,8,1,,0,1,0.0,8,1,4.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,5.5,8,1,0,1,8,1
2021/2/25,ñÿ,0.6,8,1,0.0,8,1,3.8,8,1,0.0,8,1,,0,1,0.0,8,1,4.8,8,1,0.0,8,1,6.4,8,1,0.0,8,1,2.4,8,1,0.0,8,1,-1.4,8,1,0.0,8,1,1.0,8,1,0,1,8,1,2.8,8,1,0.0,8,1,,0,1,0.0,8,1,4.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,5.0,8,1,0,1,8,1
2021/2/26,ã‡,2.0,8,1,0.0,8,1,5.5,8,1,0.0,8,1,,0,1,0.0,8,1,6.2,8,1,0.0,8,1,7.4,8,1,0.0,8,1,4.2,8,1,0.0,8,1,1.1,8,1,0.0,8,1,2.8,8,1,0.0,0,8,1,4.9,8,1,0.0,8,1,,0,1,0.0,8,1,5.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,7.0,8,1,0,1,8,1
2021/2/27,ìy,-0.5,8,1,0.0,8,1,4.1,8,1,0.0,8,1,,0,1,0.0,8,1,5.1,8,1,0.0,8,1,6.3,8,1,0.0,8,1,2.6,8,1,0.0,8,1,-0.1,8,1,0.0,8,1,1.8,8,1,0,1,8,1,2.5,8,1,0.0,8,1,,0,1,0.0,8,1,4.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,6.1,8,1,0,1,8,1
2021/2/28,ì˙,1.6,8,1,0.0,8,1,3.4,8,1,0.0,8,1,,0,1,0.0,8,1,4.5,8,1,0.0,8,1,5.1,8,1,0.0,8,1,3.6,8,1,0.0,8,1,-1.3,8,1,0.0,8,1,1.0,8,1,0,1,8,1,2.8,8,1,0.0,8,1,,0,1,0.0,8,1,4.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,5.5,8,1,0,1,8,1
2021/3/1,åé,6.0,8,1,0.0,8,1,7.3,8,1,0.0,8,1,,0,1,0.0,8,1,8.7,8,1,0.0,8,1,10.4,8,1,0.0,8,1,7.6,8,1,0.0,8,1,4.1,8,1,0.0,8,1,5.6,8,1,0,1,8,1,8.0,8,1,0.0,8,1,,0,1,0.0,8,1,8.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,9.0,8,1,0,1,8,1
2021/3/2,âŒ,7.2,8,1,8.0,8,1,10.1,8,1,4.0,8,1,,0,1,6.5,8,1,13.0,8,1,9.5,8,1,13.8,8,1,30.0,8,1,10.2,8,1,25.0,8,1,8.9,8,1,33.0,8,1,9.9,8,1,7.5,0,8,1,11.5,8,1,4.0,8,1,,0,1,2.0,8,1,12.5,8,1,7.5,8,1,,0,1,,0,1,,0,1,12.0,8,1,12.0,8,1,3.5,0,8,1
2021/3/3,êÖ,2.3,8,1,0.0,8,1,6.0,8,1,0.0,8,1,,0,1,0.0,8,1,7.1,8,1,0.0,8,1,8.5,8,1,0.0,8,1,4.4,8,1,0.0,8,1,2.5,8,1,0.0,8,1,3.4,8,1,0,1,8,1,6.3,8,1,0.0,8,1,,0,1,0.0,8,1,5.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,5,1,7.9,8,1,0,1,8,1
2021/3/4,ñÿ,4.3,8,1,0.0,8,1,7.4,8,1,0.0,8,1,,0,1,0.0,8,1,8.8,8,1,0.0,8,1,8.4,8,1,0.0,8,1,6.2,8,1,0.0,8,1,2.3,8,1,0.0,8,1,3.4,8,1,0,1,8,1,6.9,8,1,0.0,8,1,,0,1,0.0,8,1,8.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,9.5,8,1,0,1,8,1
2021/3/5,ã‡,5.2,8,1,1.0,8,1,7.8,8,1,3.5,8,1,,0,1,6.0,8,1,8.6,8,1,6.0,8,1,9.6,8,1,9.0,8,1,6.7,8,1,6.5,8,1,4.6,8,1,8.0,8,1,4.9,8,1,4.0,0,8,1,8.0,8,1,3.5,8,1,,0,1,2.5,8,1,8.4,8,1,3.5,8,1,,0,1,,0,1,,0,1,4.0,8,1,9.5,8,1,3.5,0,8,1
2021/3/6,ìy,7.5,8,1,0.0,8,1,9.9,8,1,0.0,8,1,,0,1,0.0,8,1,12.2,8,1,0.0,8,1,13.8,8,1,0.0,8,1,10.2,8,1,0.0,8,1,9.0,8,1,1.0,8,1,9.7,8,1,0.0,0,8,1,12.0,8,1,0.0,8,1,,0,1,0.0,8,1,11.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.1,8,1,0.0,0,8,1
2021/3/7,ì˙,3.4,8,1,0.0,8,1,6.2,8,1,0.0,8,1,,0,1,0.0,8,1,7.3,8,1,0.0,8,1,8.4,8,1,0.0,8,1,5.4,8,1,0.0,8,1,1.3,8,1,0.0,8,1,2.5,8,1,0,1,8,1,5.6,8,1,0.0,8,1,,0,1,0.0,8,1,6.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,7.6,8,1,0.0,0,8,1
2021/3/8,åé,4.4,8,1,0.5,8,1,6.6,8,1,3.5,8,1,,0,1,3.0,8,1,7.3,8,1,4.0,8,1,8.5,8,1,3.5,8,1,5.7,8,1,2.0,8,1,3.2,8,1,4.0,8,1,3.5,8,1,3.0,0,8,1,5.8,8,1,1.0,8,1,,0,1,1.5,8,1,7.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,1.5,8,1,8.0,8,1,0.5,0,8,1
2021/3/9,âŒ,6.6,8,1,0.0,8,1,8.8,8,1,0.0,8,1,,0,1,0.0,8,1,9.5,8,1,0.0,8,1,10.1,8,1,0.0,8,1,7.3,8,1,0.0,8,1,3.6,8,1,0.0,8,1,4.8,8,1,0,1,8,1,7.0,8,1,0.0,8,1,,0,1,0.0,8,1,9.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,10.5,8,1,0,1,8,1
2021/3/10,êÖ,7.4,8,1,0.0,8,1,10.5,8,1,0.0,8,1,,0,1,0.0,8,1,10.5,8,1,0.0,8,1,11.9,8,1,0.0,8,1,8.9,8,1,0.0,8,1,5.5,8,1,0.0,8,1,7.7,8,1,0,1,8,1,9.4,8,1,0.0,8,1,,0,1,0.0,8,1,11.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.0,8,1,0,1,8,1
2021/3/11,ñÿ,5.7,8,1,0.0,8,1,7.8,8,1,0.0,8,1,,0,1,0.0,8,1,8.2,8,1,0.0,8,1,10.2,8,1,0.0,8,1,6.8,8,1,0.0,8,1,3.6,8,1,0.0,8,1,5.3,8,1,0,1,8,1,6.8,8,1,0.0,8,1,,0,1,0.0,8,1,8.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,9.5,8,1,0,1,8,1
2021/3/12,ã‡,6.8,8,1,1.0,8,1,8.8,8,1,0.5,8,1,,0,1,2.0,8,1,8.8,8,1,4.5,8,1,10.1,8,1,9.0,8,1,7.6,8,1,2.0,8,1,4.8,8,1,5.5,8,1,6.5,8,1,4.0,0,8,1,8.9,8,1,0.5,8,1,,0,1,0.0,8,1,9.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,10.3,8,1,0.5,0,8,1
2021/3/13,ìy,5.0,8,1,30.5,8,1,5.9,8,1,48.5,8,1,,0,1,49.5,8,1,6.8,8,1,50.5,8,1,7.7,8,1,63.0,8,1,4.9,8,1,30.5,8,1,3.5,8,1,45.0,8,1,4.6,8,1,53.5,0,8,1,6.9,8,1,32.0,8,1,,0,1,34.5,8,1,6.4,8,1,27.5,8,1,,0,1,,0,1,,0,1,24.5,8,1,7.1,8,1,41.5,0,8,1
2021/3/14,ì˙,6.6,8,1,0.0,8,1,9.8,8,1,0.0,8,1,,0,1,0.0,8,1,9.3,8,1,0.0,8,1,10.4,8,1,0.0,8,1,7.3,8,1,0.0,8,1,6.2,8,1,0.0,8,1,7.6,8,1,0,1,8,1,9.8,8,1,0.0,8,1,,0,1,0.0,8,1,9.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.8,8,1,0,1,8,1
2021/3/15,åé,6.5,8,1,0.0,8,1,9.5,8,1,0.0,8,1,,0,1,0.0,8,1,9.0,8,1,0.0,8,1,10.6,8,1,0.0,8,1,7.1,8,1,0.0,8,1,4.3,8,1,0.0,8,1,6.8,8,1,0,1,8,1,9.0,8,1,0.0,8,1,,0,1,0.0,8,1,9.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,10.7,8,1,0,1,8,1
2021/3/16,âŒ,9.4,8,1,0.0,8,1,11.0,8,1,0.0,8,1,,0,1,0.0,8,1,11.5,8,1,0.0,8,1,12.8,8,1,0.0,8,1,9.8,8,1,0.0,8,1,7.2,8,1,0.0,8,1,8.8,8,1,0,1,8,1,11.6,8,1,0.0,8,1,,0,1,0.0,8,1,11.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.4,8,1,0.0,0,8,1
2021/3/17,êÖ,10.1,8,1,0.0,8,1,11.6,8,1,0.0,8,1,,0,1,0.0,8,1,11.7,8,1,0.0,8,1,12.7,8,1,0.0,8,1,10.9,8,1,0.0,8,1,6.8,8,1,0.0,8,1,7.7,8,1,0,1,8,1,10.1,8,1,0.0,8,1,,0,1,0.0,8,1,12.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.4,8,1,0,1,8,1
2021/3/18,ñÿ,7.2,8,1,0.0,8,1,9.6,8,1,0.0,8,1,,0,1,0.0,8,1,10.3,8,1,0.0,8,1,11.8,8,1,0.0,8,1,8.4,8,1,0.0,8,1,5.7,8,1,0.0,8,1,7.3,8,1,0,1,8,1,9.3,8,1,0.0,8,1,,0,1,0.0,8,1,10.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.1,8,1,0,1,8,1
2021/3/19,ã‡,9.0,8,1,0.0,8,1,11.2,8,1,0.0,8,1,,0,1,0.0,8,1,12.9,8,1,0.0,8,1,13.5,8,1,0.0,8,1,10.8,8,1,0.0,8,1,7.1,8,1,0.0,8,1,8.3,8,1,0,1,8,1,11.2,8,1,0.0,8,1,,0,1,0.0,8,1,12.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,13.0,8,1,0,1,8,1
2021/3/20,ìy,9.7,8,1,0.5,8,1,12.8,8,1,0.0,8,1,,0,1,0.0,8,1,14.1,8,1,0.0,8,1,13.7,8,1,0.0,8,1,12.2,8,1,0.0,8,1,8.0,8,1,0.0,8,1,9.1,8,1,0.0,0,8,1,11.9,8,1,0.0,8,1,,0,1,0.0,8,1,14.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,14.8,8,1,0.0,0,8,1
2021/3/21,ì˙,11.6,8,1,25.0,8,1,12.4,8,1,30.5,8,1,,0,1,47.0,8,1,13.2,8,1,51.5,8,1,15.8,8,1,136.5,8,1,12.7,8,1,78.0,8,1,12.8,8,1,142.5,8,1,13.2,8,1,53.5,0,8,1,13.3,8,1,54.5,8,1,,0,1,29.0,8,1,13.2,8,1,28.0,8,1,,0,1,,0,1,,0,1,40.0,8,1,13.5,8,1,28.0,0,8,1
2021/3/22,åé,7.3,8,1,0.5,8,1,10.8,8,1,0.0,8,1,,0,1,3.0,8,1,10.3,8,1,3.0,8,1,11.8,8,1,3.5,8,1,8.6,8,1,0.5,8,1,5.4,8,1,9.5,8,1,6.7,8,1,9.0,0,8,1,9.2,8,1,11.0,8,1,,0,1,9.0,8,1,11.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.7,8,1,0.0,0,8,1
2021/3/23,âŒ,5.3,8,1,0.0,8,1,7.1,8,1,0.0,8,1,,0,1,0.0,8,1,6.9,8,1,0.0,8,1,7.7,8,1,0.0,8,1,5.6,8,1,0.0,8,1,1.3,8,1,0.0,8,1,3.6,8,1,0,1,8,1,6.4,8,1,0.0,8,1,,0,1,0.0,8,1,7.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,9.0,8,1,0,1,8,1
2021/3/24,êÖ,7.5,8,1,0.0,8,1,9.2,8,1,0.0,8,1,,0,1,0.0,8,1,9.7,8,1,0.0,8,1,10.5,8,1,0.0,8,1,8.3,8,1,0.0,8,1,5.6,8,1,0.0,8,1,6.8,8,1,0,1,8,1,9.8,8,1,0.0,8,1,,0,1,0.0,8,1,10.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.1,8,1,0,1,8,1
2021/3/25,ñÿ,8.5,8,1,0.0,8,1,10.1,8,1,0.0,8,1,,0,1,0.0,8,1,10.5,8,1,0.0,8,1,11.5,8,1,0.0,8,1,8.8,8,1,0.0,8,1,6.1,8,1,0.0,8,1,7.5,8,1,0,1,8,1,9.8,8,1,0.0,8,1,,0,1,0.0,8,1,10.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.8,8,1,0,1,8,1
2021/3/26,ã‡,8.2,8,1,0.0,8,1,10.1,8,1,0.0,8,1,,0,1,0.0,8,1,10.8,8,1,0.0,8,1,13.2,8,1,0.0,8,1,9.5,8,1,0.0,8,1,6.5,8,1,0.0,8,1,8.1,8,1,0,1,8,1,10.0,8,1,0.0,8,1,,0,1,0.0,8,1,11.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.9,8,1,0,1,8,1
2021/3/27,ìy,7.9,8,1,0.0,8,1,10.2,8,1,0.0,8,1,,0,1,0.0,8,1,11.1,8,1,0.0,8,1,12.5,8,1,0.0,8,1,9.4,8,1,0.0,8,1,6.1,8,1,0.0,8,1,7.8,8,1,0,1,8,1,9.8,8,1,0.0,8,1,,0,1,0.0,8,1,10.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.9,8,1,0,1,8,1
2021/3/28,ì˙,9.8,8,1,9.0,8,1,12.3,8,1,11.0,8,1,,0,1,18.5,8,1,13.3,8,1,26.5,8,1,14.4,8,1,48.5,8,1,11.5,8,1,30.0,8,1,9.0,8,1,23.0,8,1,10.6,8,1,5.5,0,8,1,12.4,8,1,1.5,8,1,,0,1,1.0,8,1,12.8,8,1,6.5,8,1,,0,1,,0,1,,0,1,14.0,8,1,13.9,8,1,9.5,0,8,1
2021/3/29,åé,14.6,8,1,9.0,8,1,15.0,8,1,13.0,8,1,,0,1,16.5,8,1,16.0,8,1,20.0,8,1,16.6,8,1,19.5,8,1,15.1,8,1,18.0,8,1,12.6,8,1,30.0,8,1,14.0,8,1,10.0,0,8,1,16.1,8,1,18.0,8,1,,0,1,22.0,8,1,16.0,8,1,16.0,8,1,,0,1,,0,1,,0,1,12.5,8,1,17.2,8,1,15.0,0,8,1
2021/3/30,âŒ,13.4,8,1,0.0,8,1,15.1,8,1,0.0,8,1,,0,1,0.0,8,1,16.0,8,1,0.0,8,1,16.6,8,1,0.0,8,1,14.3,8,1,0.0,8,1,11.0,8,1,0.0,8,1,12.2,8,1,0,1,8,1,15.9,8,1,0.0,8,1,,0,1,0.0,8,1,16.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,17.1,8,1,0,1,8,1
2021/3/31,êÖ,12.5,8,1,0.0,8,1,15.6,8,1,0.0,8,1,,0,1,0.0,8,1,15.8,8,1,0.0,8,1,16.6,8,1,0.0,8,1,14.1,8,1,0.0,8,1,10.6,8,1,0.0,8,1,12.0,8,1,0,1,8,1,15.5,8,1,0.0,8,1,,0,1,0.0,8,1,16.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,16.9,8,1,0.0,0,8,1
2021/4/1,ñÿ,11.8,8,1,0.0,8,1,14.3,8,1,0.0,8,1,,0,1,0.0,8,1,15.4,8,1,0.0,8,1,16.4,8,1,0.0,8,1,13.5,8,1,0.0,8,1,10.8,8,1,0.0,8,1,12.0,8,1,0.0,0,8,1,15.1,8,1,0.5,8,1,,0,1,0.0,8,1,15.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,16.3,8,1,0,1,8,1
2021/4/2,ã‡,12.6,8,1,0.0,8,1,15.1,8,1,0.0,8,1,,0,1,0.0,8,1,15.9,8,1,0.0,8,1,16.4,8,1,0.0,8,1,13.6,8,1,0.0,8,1,9.4,8,1,0.0,8,1,10.3,8,1,0.0,0,8,1,12.8,8,1,0.0,8,1,,0,1,0.0,8,1,15.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,17.0,8,1,0,1,8,1
2021/4/3,ìy,11.7,8,1,0.0,8,1,14.0,8,1,0.0,8,1,,0,1,0.0,8,1,14.7,8,1,0.0,8,1,15.2,8,1,0.0,8,1,13.0,8,1,0.0,8,1,8.8,8,1,0.0,8,1,10.1,8,1,0.0,0,8,1,13.9,8,1,0.0,8,1,,0,1,0.0,8,1,14.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,16.0,8,1,0,1,8,1
2021/4/4,ì˙,11.0,8,1,4.0,8,1,13.1,8,1,2.0,8,1,,0,1,4.0,8,1,14.3,8,1,5.0,8,1,15.5,8,1,12.5,8,1,13.1,8,1,5.5,8,1,11.5,8,1,7.0,8,1,11.9,8,1,7.5,0,8,1,14.2,8,1,2.0,8,1,,0,1,2.0,8,1,14.3,8,1,3.5,8,1,,0,1,,0,1,,0,1,1.0,8,1,15.1,8,1,3.0,0,8,1
2021/4/5,åé,9.6,8,1,0.0,8,1,12.6,8,1,0.5,8,1,,0,1,1.0,8,1,13.9,8,1,2.5,8,1,14.3,8,1,10.5,8,1,11.4,8,1,2.0,8,1,9.9,8,1,16.5,8,1,10.4,8,1,9.0,0,8,1,11.9,8,1,5.0,8,1,,0,1,5.5,8,1,12.7,8,1,1.0,8,1,,0,1,,0,1,,0,1,1.0,8,1,14.2,8,1,0.0,0,8,1
2021/4/6,âŒ,6.8,8,1,0.0,8,1,9.2,8,1,0.0,8,1,,0,1,0.0,8,1,10.0,8,1,0.0,8,1,10.9,8,1,0.0,8,1,8.0,8,1,0.0,8,1,4.3,8,1,0.0,8,1,5.1,8,1,0,1,8,1,8.6,8,1,0.0,8,1,,0,1,0.0,5,1,9.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.0,8,1,0,1,8,1
2021/4/7,êÖ,9.5,8,1,0.0,8,1,12.0,8,1,0.0,8,1,,0,1,0.0,8,1,12.3,8,1,0.0,8,1,12.8,8,1,0.0,8,1,10.5,8,1,0.0,8,1,6.6,8,1,0.0,8,1,8.1,8,1,0.0,0,8,1,11.0,8,1,0.0,8,1,,0,1,0.0,8,1,12.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,13.7,8,1,0,1,8,1
2021/4/8,ñÿ,8.6,8,1,0.0,8,1,11.8,8,1,0.0,8,1,,0,1,0.0,8,1,11.7,8,1,0.0,8,1,12.7,8,1,0.0,8,1,10.0,8,1,0.0,8,1,6.5,8,1,0.0,8,1,8.1,8,1,0,1,8,1,10.3,8,1,0.0,8,1,,0,1,0.0,8,1,12.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,13.4,8,1,0,1,8,1
2021/4/9,ã‡,7.3,8,1,0.0,8,1,10.8,8,1,0.0,8,1,,0,1,0.0,8,1,10.2,8,1,0.0,8,1,10.8,8,1,0.0,8,1,7.9,8,1,0.0,8,1,4.9,8,1,0.0,8,1,6.0,8,1,0.0,0,8,1,9.4,8,1,0.0,8,1,,0,1,0.0,8,1,11.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.6,8,1,0,1,8,1
2021/4/10,ìy,5.8,8,1,0.0,8,1,9.0,8,1,0.0,8,1,,0,1,0.0,8,1,10.2,8,1,0.0,8,1,11.1,8,1,0.0,8,1,7.6,8,1,0.0,8,1,4.0,8,1,0.0,8,1,5.4,8,1,0,1,8,1,8.3,8,1,0.0,8,1,,0,1,0.0,8,1,9.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,10.4,8,1,0,1,8,1
2021/4/11,ì˙,7.8,8,1,0.0,8,1,10.8,8,1,0.0,8,1,,0,1,0.0,8,1,11.8,8,1,0.0,8,1,12.4,8,1,0.0,8,1,9.1,8,1,0.0,8,1,4.2,8,1,0.0,8,1,5.4,8,1,0,1,8,1,8.6,8,1,0.0,8,1,,0,1,0.0,8,1,11.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.6,8,1,0,1,8,1
2021/4/12,åé,9.5,8,1,0.0,8,1,12.0,8,1,0.0,8,1,,0,1,0.0,8,1,12.7,8,1,0.0,8,1,13.7,8,1,0.0,8,1,10.8,8,1,0.0,8,1,6.5,8,1,0.0,8,1,7.6,8,1,0,1,8,1,11.2,8,1,0.0,8,1,,0,1,0.0,8,1,12.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,13.6,8,1,0,1,8,1
2021/4/13,âŒ,9.2,8,1,2.0,8,1,12.2,8,1,1.0,8,1,,0,1,0.5,8,1,13.6,8,1,2.0,8,1,13.4,8,1,10.0,8,1,11.7,8,1,2.5,8,1,10.0,8,1,6.5,8,1,10.7,8,1,0.0,0,8,1,12.8,8,1,0.0,8,1,,0,1,0.5,8,1,14.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,2.0,8,1,14.6,8,1,0.0,0,8,1
2021/4/14,êÖ,12.1,8,1,1.0,8,1,14.6,8,1,0.0,8,1,,0,1,0.0,8,1,16.3,8,1,0.5,8,1,17.1,8,1,5.5,8,1,14.7,8,1,0.5,8,1,13.4,8,1,6.5,8,1,14.7,8,1,4.0,0,8,1,14.4,8,1,15.0,8,1,,0,1,14.0,8,1,16.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,16.7,8,1,0.0,0,8,1
2021/4/15,ñÿ,6.8,8,1,0.0,8,1,10.4,8,1,0.0,8,1,,0,1,0.0,8,1,10.8,8,1,0.0,8,1,11.2,8,1,0.0,8,1,8.9,8,1,0.0,8,1,5.0,8,1,0.0,8,1,6.5,8,1,0,1,8,1,8.9,8,1,0.0,8,1,,0,1,0.0,8,1,11.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.6,8,1,0,1,8,1
2021/4/16,ã‡,8.0,8,1,0.0,8,1,11.3,8,1,0.0,8,1,,0,1,0.0,8,1,11.6,8,1,0.5,8,1,10.9,4,1,3.5,8,1,9.1,8,1,1.0,8,1,6.2,8,1,2.5,8,1,6.5,8,1,2.5,0,8,1,10.1,8,1,1.0,8,1,,0,1,0.0,8,1,12.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.9,8,1,0.0,0,8,1
2021/4/17,ìy,8.8,8,1,20.5,8,1,11.0,8,1,30.0,8,1,,0,1,34.5,8,1,12.0,8,1,38.5,8,1,12.5,8,1,59.0,8,1,10.1,8,1,38.0,8,1,8.8,8,1,64.5,8,1,9.2,8,1,32.5,0,8,1,11.1,8,1,31.0,8,1,,0,1,28.5,8,1,11.6,8,1,20.0,8,1,,0,1,,0,1,,0,1,37.0,8,1,12.3,8,1,26.0,0,8,1
2021/4/18,ì˙,7.6,8,1,0.0,8,1,11.4,8,1,0.5,8,1,,0,1,0.0,8,1,11.9,8,1,0.0,8,1,12.9,8,1,0.0,8,1,9.6,8,1,0.0,8,1,8.4,8,1,0.0,8,1,9.2,8,1,0.0,0,8,1,12.5,8,1,0.0,8,1,,0,1,0.5,8,1,12.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,13.3,8,1,0.0,0,8,1
2021/4/19,åé,9.7,8,1,0.0,8,1,12.7,8,1,0.0,8,1,,0,1,0.0,8,1,11.6,8,1,0.0,8,1,12.7,8,1,0.0,8,1,10.5,8,1,0.0,8,1,7.0,8,1,0.0,8,1,9.6,8,1,0,1,8,1,12.6,8,1,0.0,8,1,,0,1,0.0,8,1,12.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,14.1,8,1,0,1,8,1
2021/4/20,âŒ,12.9,8,1,0.0,8,1,14.7,8,1,0.0,8,1,,0,1,0.0,8,1,13.8,8,1,0.0,8,1,14.9,8,1,0.0,8,1,14.1,8,1,0.0,8,1,10.6,8,1,0.0,8,1,12.6,8,1,0,1,8,1,14.2,8,1,0.0,8,1,,0,1,0.0,8,1,15.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,16.3,8,1,0,1,8,1
2021/4/21,êÖ,14.7,8,1,0.0,8,1,16.6,8,1,0.0,8,1,,0,1,0.0,8,1,14.9,8,1,0.0,8,1,16.5,8,1,0.0,8,1,14.5,8,1,0.0,8,1,11.0,8,1,0.0,8,1,13.5,8,1,0,1,8,1,14.9,8,1,0.0,8,1,,0,1,0.0,8,1,16.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,17.7,8,1,0,1,8,1
2021/4/22,ñÿ,12.9,8,1,0.0,8,1,16.6,8,1,0.0,8,1,,0,1,0.0,8,1,15.6,8,1,0.0,8,1,16.1,8,1,0.0,8,1,14.3,8,1,0.0,8,1,12.5,8,1,0.0,8,1,13.4,8,1,0,1,8,1,15.5,8,1,0.0,8,1,,0,1,0.0,8,1,16.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,17.6,8,1,0,1,8,1
